StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0_Consent,GenViciousEval,LSViciousEval,SEAVicious,GenVirtuousEval,LSVirtuousEval,SEAVirtuousEval,GenRecklessEval,LSRecklessEval,SEARecklessEval,GenCourageousEval,LSCourageousEval,SEACourageousEval,GenSelfishEval,LSSelfishEval,SEASelfishEval,GenGenerousEval,LSGenerousEval,SEAGenerousEval,GenCruelEval,LSCruelEval,SEACruelEval,GenCompassionateEval,LSCompassionateEval,SEACompassionateEval,GenRudeEval,LSRudeEval,SEARudeEval,GenFriendlyEval,LSFriendlyEval,SEAFriendlyEval,GenManipulativeEval,LSManipulativeEval,SEAManipulativeEval,GenHonestEval,LSHonestEval,SEAHonestEval,M_GenViciousEval,M_LSViciousEval,M_SEAViciousEval,M_GenVirtuousEval,M_LSVirtuousEval,M_SEAVirtuousEval,M_GenRecklessEval,M_LSRecklessEval,M_SEARecklessEval,M_GenCourageousEval,M_LSCourageousEval,M_SEACourageousEval,M_GenSelfishEval,M_LSSelfishEval,M_SEASelfishEval,M_GenGenerousEval,M_LSGenerousEval,M_SEAGenerousEval,M_GenCruelEval,M_LSCruelEval,M_SEACruelEval,M_GenCompassionateEv,M_LSCompassionateEva,M_SEACompassionateEv,M_GenRudeEval,M_LSRudeEval,M_SEARudeEval,M_GenFriendlyEval,M_LSFriendlyEval,M_SEAFriendlyEval,M_GenManipulativeEva,M_LSManipulativeEval,M_SEAManipulativeEva,M_GenHonestEval,M_LSHonestEval,M_SEAHonestEval,QuantSliderEval_1,M_QuantSliderEval_1,CharacterSpeakerEval,NaturallyGoodBadEval,Q44,Q45,Q46
2020-04-24 16:07:12,2020-04-24 16:08:46,0,160.238.139.147,100,93,1,2020-04-24 16:08:46,R_3r1IlgZR78HGOL2,,,,,17.216705322265625,-88.98329925537109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,English,25
2020-04-24 16:05:59,2020-04-24 16:08:47,0,69.89.153.199,100,167,1,2020-04-24 16:08:47,R_2498e7iw6mduE0N,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,91,1,2,2,english,35
2020-04-24 16:06:05,2020-04-24 16:08:47,0,71.68.113.205,100,162,1,2020-04-24 16:08:47,R_1onXEpxedXzZdvU,,,,,35.1947021484375,-80.7440032958984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,1,2,English,63
2020-04-24 16:05:39,2020-04-24 16:08:50,0,138.88.135.196,100,191,1,2020-04-24 16:08:50,R_1DIjDOfl7a5B9cZ,,,,,38.8842010498046875,-76.99410247802734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,60,3,1,1,English,31
2020-04-24 16:05:24,2020-04-24 16:08:50,0,50.34.144.164,100,206,1,2020-04-24 16:08:51,R_2cABgnKGdZjwuds,,,,,48.17889404296875,-122.518096923828125,anonymous,EN,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,2,1,2,english,67
2020-04-24 16:07:37,2020-04-24 16:08:52,0,65.34.149.183,100,74,1,2020-04-24 16:08:52,R_1LvxXNXwj8z0W7o,,,,,26.268096923828125,-80.209197998046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,2,1,English,33
2020-04-24 16:05:02,2020-04-24 16:08:53,0,47.157.6.82,100,230,1,2020-04-24 16:08:53,R_3s0tUna5RoiBzIO,,,,,33.979400634765625,-118.0608978271484375,anonymous,EN,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,ENGLISH,36
2020-04-24 16:03:49,2020-04-24 16:08:56,0,67.165.93.215,100,307,1,2020-04-24 16:08:56,R_1mCun7qwyCFp1Fo,,,,,40.618896484375,-79.15899658203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,59
2020-04-24 16:07:26,2020-04-24 16:08:57,0,76.98.104.58,100,91,1,2020-04-24 16:08:58,R_1d0Hxail6MCBtku,,,,,40.0345001220703125,-75.11930084228515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,3,1,1,English,40
2020-04-24 16:06:41,2020-04-24 16:09:00,0,98.24.57.195,100,139,1,2020-04-24 16:09:00,R_11jX2EVxQloenCH,,,,,35.193603515625,-80.68650054931640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,1,2,1,English,40
2020-04-24 16:07:14,2020-04-24 16:09:00,0,24.250.9.191,100,106,1,2020-04-24 16:09:00,R_1eQzRaEYWtMOrDh,,,,,41.795806884765625,-72.52410125732421875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,85,1,2,1,English,29
2020-04-24 16:07:54,2020-04-24 16:09:01,0,174.234.130.192,100,66,1,2020-04-24 16:09:01,R_2VsCNYB5txbK9Go,,,,,38.5847930908203125,-90.29959869384765625,anonymous,EN,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,3,1,1,English,30
2020-04-24 16:07:09,2020-04-24 16:09:01,0,108.234.235.187,100,111,1,2020-04-24 16:09:01,R_xfGhzwbcrpgWCBj,,,,,29.691497802734375,-95.04740142822265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,english,32
2020-04-24 16:07:54,2020-04-24 16:09:06,0,72.185.156.143,100,72,1,2020-04-24 16:09:06,R_RnsMeUajONvH8R3,,,,,28.2136993408203125,-82.68090057373046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,1,1,ENGILSH,47
2020-04-24 16:06:15,2020-04-24 16:09:06,0,68.207.251.227,100,171,1,2020-04-24 16:09:07,R_QmqEgsNADpmrNXX,,,,,27.8719024658203125,-82.6371002197265625,anonymous,EN,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,3,1,2,English,27
2020-04-24 16:07:09,2020-04-24 16:09:09,0,97.124.236.81,100,119,1,2020-04-24 16:09:09,R_1n3nAccI4JeyEmI,,,,,33.5102996826171875,-112.40899658203125,anonymous,EN,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,1,2,English,60
2020-04-24 16:08:28,2020-04-24 16:09:09,0,71.233.222.1,100,40,1,2020-04-24 16:09:09,R_1LM4eHCzcGmI0v1,,,,,42.456695556640625,-71.37470245361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,96,3,2,2,English,23
2020-04-24 16:08:14,2020-04-24 16:09:09,0,23.127.212.243,100,54,1,2020-04-24 16:09:10,R_1dzzJZXa2hDGkhE,,,,,36.032196044921875,-79.85880279541015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,80,1,1,1,English,24
2020-04-24 16:08:23,2020-04-24 16:09:10,0,206.54.199.52,100,46,1,2020-04-24 16:09:10,R_1g1ndgMa83sTJd8,,,,,29.5720062255859375,-95.54000091552734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1,1,2,English,30
2020-04-24 16:07:51,2020-04-24 16:09:11,0,99.117.208.181,100,79,1,2020-04-24 16:09:11,R_33fe3ZflXjcpAQu,,,,,41.9777984619140625,-88.2017974853515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,21,2,1,2,English,42
2020-04-24 16:07:43,2020-04-24 16:09:19,0,167.187.100.203,100,96,1,2020-04-24 16:09:20,R_3Dw4TDcboH5ESmK,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,71,3,1,1,english,40
2020-04-24 16:06:55,2020-04-24 16:09:21,0,192.173.160.127,100,145,1,2020-04-24 16:09:21,R_21hY8WO09Raa2kJ,,,,,47.206695556640625,-122.44139862060546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,1,2,English,68
2020-04-24 16:06:53,2020-04-24 16:09:21,0,100.7.25.54,100,147,1,2020-04-24 16:09:21,R_1FJ19BG6v5tUAxe,,,,,37.510894775390625,-77.6428985595703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,1,1,1,english,53
2020-04-24 16:06:09,2020-04-24 16:09:26,0,190.124.29.107,100,197,1,2020-04-24 16:09:26,R_22RO4LZuzhQJv35,,,,,10.62860107421875,-71.6421966552734375,anonymous,EN,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,1,1,1,English,38
2020-04-24 16:03:16,2020-04-24 16:09:30,0,64.145.79.187,100,374,1,2020-04-24 16:09:31,R_cCsqHJjomuwuPo5,,,,,40.757904052734375,-73.933197021484375,anonymous,EN,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,2,1,1,English,29
2020-04-24 16:02:27,2020-04-24 16:09:31,0,74.82.60.80,100,424,1,2020-04-24 16:09:32,R_2WvTfKl6GohPXZh,,,,,37.5625,-122.000396728515625,anonymous,EN,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,30
2020-04-24 16:07:44,2020-04-24 16:09:32,0,73.25.211.6,100,107,1,2020-04-24 16:09:32,R_yqdoGCownPi9a0h,,,,,45.64349365234375,-122.62469482421875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,47
2020-04-24 16:06:43,2020-04-24 16:09:36,0,24.166.167.48,100,172,1,2020-04-24 16:09:36,R_1lrTAWY2UMmsox6,,,,,39.279205322265625,-94.4608001708984375,anonymous,EN,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1,1,1,English,49
2020-04-24 16:08:40,2020-04-24 16:09:43,0,12.148.227.250,100,63,1,2020-04-24 16:09:44,R_3qri0KG1Rrfly4M,,,,,42.6790924072265625,-84.57669830322265625,anonymous,EN,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,English,21
2020-04-24 16:08:18,2020-04-24 16:09:44,0,150.198.64.203,100,86,1,2020-04-24 16:09:45,R_3oUfdEOgK7PAeDv,,,,,42.4261016845703125,-83.25140380859375,anonymous,EN,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,English,39
2020-04-24 16:05:34,2020-04-24 16:09:47,0,70.180.39.122,100,252,1,2020-04-24 16:09:47,R_2QhxW4MbyTLuYUr,,,,,30.306396484375,-90.9427032470703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,46
2020-04-24 16:06:13,2020-04-24 16:09:47,0,24.208.5.46,100,213,1,2020-04-24 16:09:47,R_2z91OcqgivgPtCQ,,,,,44.0196990966796875,-88.55139923095703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,3,1,2,English,34
2020-04-24 16:08:29,2020-04-24 16:09:49,0,74.70.123.6,100,79,1,2020-04-24 16:09:49,R_1o6ajIPjVsjoK20,,,,,42.727294921875,-73.6696014404296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,2,1,2,english,28
2020-04-24 16:06:58,2020-04-24 16:09:51,0,71.217.45.119,100,172,1,2020-04-24 16:09:51,R_1mWyxtSFVt660VW,,,,,35.4897003173828125,-78.7248992919921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,English,51
2020-04-24 16:08:16,2020-04-24 16:09:52,0,71.62.63.114,100,96,1,2020-04-24 16:09:53,R_2Ygf0aZV8eyi0Z8,,,,,37.7406005859375,-79.34220123291015625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,41,1,1,2,English,25
2020-04-24 16:07:45,2020-04-24 16:09:54,0,67.166.92.139,100,129,1,2020-04-24 16:09:54,R_3fBjt6JhhFZebaj,,,,,45.36419677734375,-122.6443023681640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,2,2,English,46
2020-04-24 16:05:17,2020-04-24 16:09:55,0,148.78.240.30,100,278,1,2020-04-24 16:09:55,R_2ATl66W8bcol1Un,,,,,33.9380950927734375,-84.4633026123046875,anonymous,EN,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,1,2,English,40
2020-04-24 16:08:31,2020-04-24 16:09:56,0,73.121.253.179,100,84,1,2020-04-24 16:09:56,R_2VyX9rDrgBPGKCf,,,,,36.049896240234375,-83.92279815673828125,anonymous,EN,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,1,2,English,28
2020-04-24 16:08:46,2020-04-24 16:09:59,0,66.187.22.107,100,72,1,2020-04-24 16:09:59,R_ZEv08rwURmXHVUB,,,,,42.96929931640625,-83.9279022216796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,99,1,2,2,english,42
2020-04-24 16:08:27,2020-04-24 16:10:03,0,71.174.239.26,100,96,1,2020-04-24 16:10:04,R_3rTiLkLHjlxCU5S,,,,,42.35040283203125,-71.22540283203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,1,1,English,48
2020-04-24 16:08:50,2020-04-24 16:10:04,0,97.83.61.32,100,74,1,2020-04-24 16:10:05,R_1QfuNlz2HhjXcpG,,,,,42.8123016357421875,-86.14209747314453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,1,1,English,38
2020-04-24 16:09:09,2020-04-24 16:10:06,0,75.131.76.179,100,56,1,2020-04-24 16:10:06,R_1PdG1HHu3aN8VNS,,,,,44.6912994384765625,-73.4647979736328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,1,2,english,23
2020-04-24 16:09:13,2020-04-24 16:10:07,0,208.87.236.201,100,53,1,2020-04-24 16:10:07,R_Tq2TbsRu8HJ1wzf,,,,,40.738006591796875,-73.98580169677734375,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,3,1,1,english,31
2020-04-24 16:09:22,2020-04-24 16:10:08,0,170.250.168.134,100,45,1,2020-04-24 16:10:09,R_3NKFnXzjeHMy6cH,,,,,25.813201904296875,-80.1862030029296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,2,2,1,English,25
2020-04-24 16:09:03,2020-04-24 16:10:09,0,73.152.56.226,100,66,1,2020-04-24 16:10:09,R_6hPqrAAyQ6zo5DX,,,,,37.5146942138671875,-77.5034027099609375,anonymous,EN,1,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,english,33
2020-04-24 16:07:26,2020-04-24 16:10:10,0,73.161.18.121,100,163,1,2020-04-24 16:10:10,R_1Nay9f9HEeoSPTd,,,,,42.6757965087890625,-82.91210174560546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,2,1,2,English,51
2020-04-24 16:09:09,2020-04-24 16:10:22,0,173.20.65.61,100,73,1,2020-04-24 16:10:22,R_0eK8hVoZkaYzqxz,,,,,31.0594024658203125,-87.48549652099609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,28
2020-04-24 16:07:32,2020-04-24 16:10:23,0,98.21.47.204,100,170,1,2020-04-24 16:10:23,R_XHO8Wzlo3twpvvr,,,,,33.973907470703125,-81.2344970703125,anonymous,EN,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,2,2,1,English,34
2020-04-24 16:07:39,2020-04-24 16:10:30,0,108.253.190.88,100,171,1,2020-04-24 16:10:30,R_10w5rKkpxlJtKAX,,,,,41.486602783203125,-81.80370330810546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,3,1,1,eenglish,60
2020-04-24 16:09:30,2020-04-24 16:10:30,0,98.115.106.192,100,60,1,2020-04-24 16:10:30,R_t01XaBWzu9lZdsJ,,,,,40.0442962646484375,-75.6472015380859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,3,1,1,english,25
2020-04-24 16:08:12,2020-04-24 16:10:36,0,73.149.200.15,100,144,1,2020-04-24 16:10:36,R_3RdTN2JvsMsS7V7,,,,,42.4532012939453125,-71.14279937744140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,50,1,1,2,English,40
2020-04-24 16:09:59,2020-04-24 16:10:37,0,174.254.67.30,100,37,1,2020-04-24 16:10:37,R_2zXR2Ggt6UoMAwp,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,57,1,2,1,English,36
2020-04-24 16:09:50,2020-04-24 16:10:38,0,174.254.128.210,100,47,1,2020-04-24 16:10:39,R_yrJeiHRKJIZzCTf,,,,,38.5823974609375,-121.37359619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,1,2,1,english,32
2020-04-24 16:09:12,2020-04-24 16:10:39,0,162.235.157.11,100,87,1,2020-04-24 16:10:39,R_zUM6LkjEP4EbFux,,,,,42.7082977294921875,-87.79869842529296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,English,65
2020-04-24 16:08:53,2020-04-24 16:10:40,0,64.203.116.133,100,106,1,2020-04-24 16:10:40,R_1DBxDSTFqHm0qCM,,,,,36.7252960205078125,-119.5500946044921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,35
2020-04-24 16:09:09,2020-04-24 16:10:40,0,75.60.98.115,100,91,1,2020-04-24 16:10:40,R_2OGSXHQYQ4MdQY1,,,,,25.9842987060546875,-80.21489715576171875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,english,25
2020-04-24 16:07:16,2020-04-24 16:10:46,0,181.215.68.86,100,210,1,2020-04-24 16:10:47,R_3ls7hxIw3NaWpR9,,,,,40.81610107421875,-96.7035980224609375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,english,40
2020-04-24 16:10:02,2020-04-24 16:10:47,0,172.58.107.71,100,45,1,2020-04-24 16:10:48,R_sb7xuNcBWDdMl6V,,,,,32.746002197265625,-96.80699920654296875,anonymous,EN,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,English,25
2020-04-24 16:09:37,2020-04-24 16:10:48,0,173.23.247.217,100,70,1,2020-04-24 16:10:48,R_3hxXIPZUOpfmLVK,,,,,37.166107177734375,-93.24579620361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,3,1,1,English,39
2020-04-24 16:05:10,2020-04-24 16:10:48,0,107.77.210.216,100,338,1,2020-04-24 16:10:49,R_1C3cgKot979F0HN,,,,,41.8502044677734375,-87.6735992431640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,english,32
2020-04-24 16:09:45,2020-04-24 16:10:48,0,99.3.173.161,100,63,1,2020-04-24 16:10:49,R_27pRbqoOfMrA7Zu,,,,,35.710906982421875,-78.65940093994140625,anonymous,EN,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,1,2,2,English,59
2020-04-24 16:09:00,2020-04-24 16:10:49,0,73.153.104.165,100,109,1,2020-04-24 16:10:49,R_r3Kto0fTQZkPhjb,,,,,39.742706298828125,-104.812896728515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,1,1,2,English,53
2020-04-24 16:05:57,2020-04-24 16:10:49,0,117.206.114.115,100,292,1,2020-04-24 16:10:50,R_1C75WKIdNK6Rhbt,,,,,9.3715972900390625,78.830810546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,1,1,2,Female,25
2020-04-24 16:08:21,2020-04-24 16:10:51,0,107.193.201.83,100,149,1,2020-04-24 16:10:51,R_1qh6M0m66A2KJlo,,,,,33.1974029541015625,-96.61769866943359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,English,53
2020-04-24 16:09:59,2020-04-24 16:10:51,0,98.4.56.20,100,52,1,2020-04-24 16:10:52,R_1DTfr2sV3IeCDm0,,,,,42.9102020263671875,-78.66249847412109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,eng,36
2020-04-24 16:08:00,2020-04-24 16:10:55,0,191.96.97.58,100,174,1,2020-04-24 16:10:55,R_DJeRjQMH4cw5zRT,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,English,28
2020-04-24 16:06:45,2020-04-24 16:10:57,0,108.213.140.246,100,252,1,2020-04-24 16:10:57,R_27s1S3ILEUydaPP,,,,,29.8737945556640625,-95.5233001708984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,2,1,1,English,54
2020-04-24 16:09:07,2020-04-24 16:11:02,0,35.142.224.34,100,114,1,2020-04-24 16:11:02,R_VWIDPAIjFnQ9N7z,,,,,27.7151947021484375,-82.3513031005859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,3,1,1,english,72
